Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
38,1136,092.0 137.0,19-4903NS-HY-062-1906-09201370-0048A-3,48,14.36000,33.51000,,24.96300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.00000,14.36000,14.35000,33.51000,24.96000,299.7000,0.140000,,,,,,,,,,48,,,,,,,,
38,1137,092.0 137.0,19-4903NS-HY-062-1906-09201370-0050A-7,50,14.33000,33.49900,,24.96000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,14.33000,14.32000,33.49900,24.96000,300.0000,0.140000,,,,,,,,,,50,,,,,,,,
38,1138,092.0 137.0,19-4903NS-HY-062-1906-09201370-0074A-3,74,13.93000,33.35000,,24.93000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.00000,13.93000,13.92000,33.35000,24.93000,303.6000,0.220000,,,,,,,,,,74,,,,,,,,
38,1139,092.0 137.0,19-4903NS-HY-062-1906-09201370-0075A-7,75,13.92000,33.35300,,24.93400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.92000,13.91000,33.35300,24.93000,303.2000,0.220000,,,,,,,,,,75,,,,,,,,
38,1140,092.0 137.0,19-4903NS-HY-062-1906-09201370-0099A-3,99,13.72000,33.48000,,25.07400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99.00000,13.72000,13.71000,33.48000,25.07000,290.5000,0.290000,,,,,,,,,,99,,,,,,,,
38,1141,092.0 137.0,19-4903NS-HY-062-1906-09201370-0100A-7,100,13.71000,33.47800,,25.07400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,13.71000,13.70000,33.47800,25.07000,290.5000,0.290000,,,,,,,,,,100,,,,,,,,
38,1142,092.0 137.0,19-4903NS-HY-062-1906-09201370-0125A-7,125,13.50000,33.48500,,25.12300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,13.50000,13.48000,33.48500,25.12000,286.5000,0.370000,,,,,,,,,,126,,,,,,,,
38,1143,092.0 137.0,19-4903NS-HY-062-1906-09201370-0148A-3,148,13.31000,33.49000,,25.16600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,148.0000,13.31000,13.29000,33.49000,25.16000,283.1000,0.430000,,,,,,,,,,149,,,,,,,,
38,1144,092.0 137.0,19-4903NS-HY-062-1906-09201370-0150A-7,150,13.18000,33.48800,,25.19100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,13.18000,13.16000,33.48800,25.19000,280.7000,0.440000,,,,,,,,,,151,,,,,,,,
38,1145,092.0 137.0,19-4903NS-HY-062-1906-09201370-0196A-3,196,9.910000,33.53000,,25.82300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,196.0000,9.910000,9.890000,33.53000,25.82000,220.7000,0.550000,,,,,,,,,,197,,,,,,,,
38,1146,092.0 137.0,19-4903NS-HY-062-1906-09201370-0200A-7,200,9.750000,33.54900,,25.86500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.750000,9.730000,33.54900,25.86000,216.7000,0.560000,,,,,,,,,,201,,,,,,,,
38,1147,092.0 137.0,19-4903NS-HY-062-1906-09201370-0250A-7,250,8.320000,33.79600,,26.28500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.320000,8.290000,33.79600,26.28000,177.3000,0.660000,,,,,,,,,,251,,,,,,,,
38,1148,092.0 137.0,19-4903NS-HY-062-1906-09201370-0296A-3,296,7.870000,34.02000,,26.52800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,296.0000,7.870000,7.840000,34.02000,26.52000,154.8000,0.740000,,,,,,,,,,298,,,,,,,,
38,1149,092.0 137.0,19-4903NS-HY-062-1906-09201370-0300A-7,300,7.820000,34.03200,,26.54500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.820000,7.790000,34.03200,26.54000,153.3000,0.740000,,,,,,,,,,302,,,,,,,,
38,1150,092.0 137.0,19-4903NS-HY-062-1906-09201370-0395A-3,395,6.820000,34.22000,,26.83400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,395.0000,6.820000,6.780000,34.22000,26.83000,126.8000,0.870000,,,,,,,,,,397,,,,,,,,
38,1151,092.0 137.0,19-4903NS-HY-062-1906-09201370-0400A-7,400,6.770000,34.22000,,26.84100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.770000,6.730000,34.22000,26.84000,126.2000,0.880000,,,,,,,,,,402,,,,,,,,
38,1152,092.0 137.0,19-4903NS-HY-062-1906-09201370-0500A-7,500,5.910000,34.22000,,26.95300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.910000,5.870000,34.22000,26.95000,116.2000,1.000000,,,,,,,,,,503,,,,,,,,
38,1153,092.0 137.0,19-4903NS-HY-062-1906-09201370-0594A-3,594,5.260000,34.22000,,27.03200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,594.0000,5.260000,5.210000,34.22000,27.03000,109.0000,1.110000,,,,,,,,,,598,,,,,,,,
38,1154,092.0 137.0,19-4903NS-HY-062-1906-09201370-0600A-7,600,5.230000,34.22500,,27.04000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.230000,5.180000,34.22500,27.04000,108.4000,1.110000,,,,,,,,,,604,,,,,,,,
38,1155,092.0 137.0,19-4903NS-HY-062-1906-09201370-0700A-7,700,4.740000,34.31400,,27.16700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.740000,4.680000,34.31400,27.16000,96.80000,1.220000,,,,,,,,,,705,,,,,,,,
38,1156,092.0 137.0,19-4903NS-HY-062-1906-09201370-0800A-7,800,4.350000,34.41000,,27.28700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.350000,4.290000,34.41000,27.28000,86.00000,1.310000,,,,,,,,,,806,,,,,,,,
38,1157,092.0 137.0,19-4903NS-HY-062-1906-09201370-0878A-3,878,4.130000,34.49000,,27.37400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,878.0000,4.130000,4.060000,34.49000,27.37000,78.10000,1.370000,,,,,,,,,,885,,,,,,,,
38,1158,092.0 137.0,19-4903NS-HY-062-1906-09201370-0900A-7,900,4.080000,34.49600,,27.38400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.080000,4.010000,34.49600,27.38000,77.30000,1.390000,,,,,,,,,,907,,,,,,,,
38,1159,092.0 137.0,19-4903NS-HY-062-1906-09201370-1000A-7,1000,3.840000,34.52200,,27.43000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.840000,3.760000,34.52200,27.43000,73.40000,1.470000,,,,,,,,,,1008,,,,,,,,
38,1160,092.0 137.0,19-4903NS-HY-062-1906-09201370-1100A-7,1100,3.610000,34.55000,,27.47600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.610000,3.530000,34.55000,27.47000,69.40000,1.540000,,,,,,,,,,1109,,,,,,,,
38,1161,092.0 137.0,19-4903NS-HY-062-1906-09201370-1200A-7,1200,3.380000,34.57800,,27.52100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.380000,3.290000,34.57800,27.52000,65.40000,1.600000,,,,,,,,,,1210,,,,,,,,
38,1162,092.0 137.0,19-4903NS-HY-062-1906-09201370-1207A-3,1207,3.360000,34.58000,,27.52500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1207.000,3.360000,3.270000,34.58000,27.52000,65.10000,1.610000,,,,,,,,,,1217,,,,,,,,
39,1163,103.3 128.0,19-4903NS-HY-063-1212-10331280-0000B-3,0,15.60000,33.86000,,24.96200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,15.60000,15.60000,33.86000,24.96000,298.4000,0.000000,,,,,,,,,,0,,,,,,,,
39,1164,103.3 128.0,19-4903NS-HY-063-1212-10331280-0008A-3,8,15.64000,33.80000,,24.90700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.000000,15.64000,15.64000,33.80000,24.90000,303.9000,0.020000,,,,,,,,,,8,,,,,,,,
39,1165,103.3 128.0,19-4903NS-HY-063-1212-10331280-0010A-7,10,15.63000,33.79600,,24.90600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.63000,15.63000,33.79600,24.90000,304.0000,0.030000,,,,,,,,,,10,,,,,,,,
39,1166,103.3 128.0,19-4903NS-HY-063-1212-10331280-0020A-7,20,15.53000,33.76600,,24.90600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.53000,15.53000,33.76600,24.90000,304.4000,0.060000,,,,,,,,,,20,,,,,,,,
39,1167,103.3 128.0,19-4903NS-HY-063-1212-10331280-0024A-3,24,15.48000,33.75000,,24.90500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,15.48000,15.48000,33.75000,24.90000,304.6000,0.070000,,,,,,,,,,24,,,,,,,,
39,1168,103.3 128.0,19-4903NS-HY-063-1212-10331280-0030A-7,30,15.45000,33.75800,,24.91700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,15.45000,15.45000,33.75800,24.91000,303.6000,0.090000,,,,,,,,,,30,,,,,,,,
39,1169,103.3 128.0,19-4903NS-HY-063-1212-10331280-0046A-3,46,15.41000,33.80000,,24.95900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,46.00000,15.41000,15.40000,33.80000,24.95000,300.1000,0.130000,,,,,,,,,,46,,,,,,,,
39,1170,103.3 128.0,19-4903NS-HY-063-1212-10331280-0050A-7,50,15.39000,33.80900,,24.97100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,15.39000,15.38000,33.80900,24.97000,299.1000,0.150000,,,,,,,,,,50,,,,,,,,
39,1171,103.3 128.0,19-4903NS-HY-063-1212-10331280-0070A-3,70,15.30000,33.84000,,25.01500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70.00000,15.30000,15.29000,33.84000,25.01000,295.5000,0.210000,,,,,,,,,,70,,,,,,,,
39,1172,103.3 128.0,19-4903NS-HY-063-1212-10331280-0075A-7,75,15.30000,33.83600,,25.01200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,15.30000,15.29000,33.83600,25.01000,296.0000,0.220000,,,,,,,,,,75,,,,,,,,
39,1173,103.3 128.0,19-4903NS-HY-063-1212-10331280-0094A-3,94,15.28000,33.82000,,25.00500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,94.00000,15.28000,15.27000,33.82000,25.00000,297.2000,0.280000,,,,,,,,,,94,,,,,,,,
39,1174,103.3 128.0,19-4903NS-HY-063-1212-10331280-0100A-7,100,15.07000,33.78600,,25.02500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,15.07000,15.05000,33.78600,25.02000,295.5000,0.300000,,,,,,,,,,100,,,,,,,,
39,1175,103.3 128.0,19-4903NS-HY-063-1212-10331280-0125A-7,125,13.88000,33.64300,,25.16800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,13.88000,13.86000,33.64300,25.16000,282.4000,0.370000,,,,,,,,,,126,,,,,,,,
39,1176,103.3 128.0,19-4903NS-HY-063-1212-10331280-0139A-3,139,12.99000,33.57000,,25.29200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,139.0000,12.99000,12.97000,33.57000,25.29000,270.8000,0.410000,,,,,,,,,,140,,,,,,,,
39,1177,103.3 128.0,19-4903NS-HY-063-1212-10331280-0150A-7,150,12.31000,33.56100,,25.41700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,12.31000,12.29000,33.56100,25.41000,259.0000,0.440000,,,,,,,,,,151,,,,,,,,
39,1178,103.3 128.0,19-4903NS-HY-063-1212-10331280-0184A-3,184,10.34000,33.62000,,25.82100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,184.0000,10.34000,10.32000,33.62000,25.82000,220.8000,0.520000,,,,,,,,,,185,,,,,,,,
39,1179,103.3 128.0,19-4903NS-HY-063-1212-10331280-0200A-7,200,9.790000,33.67600,,25.95800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.790000,9.770000,33.67600,25.95000,208.0000,0.550000,,,,,,,,,,201,,,,,,,,
39,1180,103.3 128.0,19-4903NS-HY-063-1212-10331280-0250A-7,250,8.630000,33.86400,,26.29100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.630000,8.600000,33.86400,26.29000,176.9000,0.650000,,,,,,,,,,251,,,,,,,,
39,1181,103.3 128.0,19-4903NS-HY-063-1212-10331280-0276A-3,276,8.360000,33.96000,,26.40800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,276.0000,8.360000,8.330000,33.96000,26.40000,166.2000,0.690000,,,,,,,,,,277,,,,,,,,
39,1182,103.3 128.0,19-4903NS-HY-063-1212-10331280-0300A-7,300,8.050000,34.02400,,26.50500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,8.050000,8.020000,34.02400,26.50000,157.2000,0.730000,,,,,,,,,,302,,,,,,,,
39,1183,103.3 128.0,19-4903NS-HY-063-1212-10331280-0369A-3,369,7.420000,34.16000,,26.70400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,369.0000,7.420000,7.380000,34.16000,26.70000,139.2000,0.830000,,,,,,,,,,371,,,,,,,,
39,1184,103.3 128.0,19-4903NS-HY-063-1212-10331280-0400A-7,400,7.220000,34.19300,,26.75800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,7.220000,7.180000,34.19300,26.75000,134.4000,0.880000,,,,,,,,,,402,,,,,,,,
39,1185,103.3 128.0,19-4903NS-HY-063-1212-10331280-0500A-7,500,6.680000,34.26000,,26.88600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,6.680000,6.630000,34.26000,26.88000,123.4000,1.000000,,,,,,,,,,503,,,,,,,,
39,1186,103.3 128.0,19-4903NS-HY-063-1212-10331280-0555A-3,555,6.440000,34.27000,,26.92600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,555.0000,6.440000,6.390000,34.27000,26.92000,120.2000,1.070000,,,,,,,,,,559,,,,,,,,
39,1187,103.3 128.0,19-4903NS-HY-063-1212-10331280-0600A-7,600,6.140000,34.29200,,26.98200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,6.140000,6.090000,34.29200,26.98000,115.1000,1.120000,,,,,,,,,,604,,,,,,,,
39,1188,103.3 128.0,19-4903NS-HY-063-1212-10331280-0700A-7,700,5.500000,34.34100,,27.10100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.500000,5.440000,34.34100,27.10000,104.3000,1.230000,,,,,,,,,,705,,,,,,,,
39,1189,103.3 128.0,19-4903NS-HY-063-1212-10331280-0800A-7,800,4.880000,34.38800,,27.21100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.880000,4.810000,34.38800,27.21000,94.10000,1.330000,,,,,,,,,,806,,,,,,,,
39,1190,103.3 128.0,19-4903NS-HY-063-1212-10331280-0827A-3,827,4.720000,34.40000,,27.23900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,827.0000,4.720000,4.650000,34.40000,27.23000,91.50000,1.360000,,,,,,,,,,833,,,,,,,,
39,1191,103.3 128.0,19-4903NS-HY-063-1212-10331280-0900A-7,900,4.480000,34.42500,,27.28600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.480000,4.410000,34.42500,27.28000,87.40000,1.420000,,,,,,,,,,907,,,,,,,,
39,1192,103.3 128.0,19-4903NS-HY-063-1212-10331280-1000A-7,1000,4.160000,34.46000,,27.34800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.160000,4.080000,34.46000,27.34000,81.80000,1.510000,,,,,,,,,,1008,,,,,,,,
39,1193,103.3 128.0,19-4903NS-HY-063-1212-10331280-1100A-7,1100,3.840000,34.49700,,27.41100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.840000,3.760000,34.49700,27.41000,76.10000,1.590000,,,,,,,,,,1109,,,,,,,,
39,1194,103.3 128.0,19-4903NS-HY-063-1212-10331280-1159A-3,1159,3.650000,34.52000,,27.44900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1159.000,3.650000,3.560000,34.52000,27.44000,72.60000,1.630000,,,,,,,,,,1169,,,,,,,,
40,1195,103.3 119.0,19-4903NS-HY-063-1924-10331190-0000B-3,0,15.30000,33.75000,,24.94300,,,,3,1,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,15.30000,15.30000,33.75000,24.94000,300.2000,0.000000,,,,,,,,,,0,,,,,,,,
40,1196,103.3 119.0,19-4903NS-HY-063-1924-10331190-0009A-3,9,15.38000,33.78000,,24.94900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.000000,15.38000,15.38000,33.78000,24.94000,299.9000,0.020000,,,,,,,,,,9,,,,,,,,
40,1197,103.3 119.0,19-4903NS-HY-063-1924-10331190-0010A-7,10,15.38000,33.78200,,24.95100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.38000,15.38000,33.78200,24.95000,299.8000,0.030000,,,,,,,,,,10,,,,,,,,
40,1198,103.3 119.0,19-4903NS-HY-063-1924-10331190-0020A-7,20,15.37000,33.80600,,24.97200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.37000,15.37000,33.80600,24.97000,298.1000,0.060000,,,,,,,,,,20,,,,,,,,
40,1199,103.3 119.0,19-4903NS-HY-063-1924-10331190-0026A-3,26,15.36000,33.82000,,24.98500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,26.00000,15.36000,15.36000,33.82000,24.98000,297.0000,0.070000,,,,,,,,,,26,,,,,,,,
40,1200,103.3 119.0,19-4903NS-HY-063-1924-10331190-0030A-7,30,15.36000,33.81700,,24.98300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,15.36000,15.36000,33.81700,24.98000,297.3000,0.090000,,,,,,,,,,30,,,,,,,,
40,1201,103.3 119.0,19-4903NS-HY-063-1924-10331190-0049A-3,49,15.33000,33.80000,,24.97700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49.00000,15.33000,15.32000,33.80000,24.97000,298.5000,0.140000,,,,,,,,,,49,,,,,,,,
40,1202,103.3 119.0,19-4903NS-HY-063-1924-10331190-0050A-7,50,15.32000,33.79800,,24.97800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,15.32000,15.31000,33.79800,24.97000,298.5000,0.140000,,,,,,,,,,50,,,,,,,,
40,1203,103.3 119.0,19-4903NS-HY-063-1924-10331190-0075A-7,75,15.18000,33.77100,,24.98900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,15.18000,15.17000,33.77100,24.98000,298.2000,0.220000,,,,,,,,,,75,,,,,,,,
40,1204,103.3 119.0,19-4903NS-HY-063-1924-10331190-0076A-3,76,15.17000,33.77000,,24.99000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,76.00000,15.17000,15.16000,33.77000,24.99000,298.1000,0.220000,,,,,,,,,,76,,,,,,,,
40,1205,103.3 119.0,19-4903NS-HY-063-1924-10331190-0100A-7,100,14.55000,33.61500,,25.00500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,14.55000,14.54000,33.61500,25.00000,297.3000,0.290000,,,,,,,,,,100,,,,,,,,
40,1206,103.3 119.0,19-4903NS-HY-063-1924-10331190-0102A-3,102,14.49000,33.60000,,25.00600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,102.0000,14.49000,14.48000,33.60000,25.00000,297.2000,0.300000,,,,,,,,,,102,,,,,,,,
40,1207,103.3 119.0,19-4903NS-HY-063-1924-10331190-0125A-7,125,13.97000,33.58600,,25.10500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,13.97000,13.95000,33.58600,25.10000,288.4000,0.370000,,,,,,,,,,126,,,,,,,,
40,1208,103.3 119.0,19-4903NS-HY-063-1924-10331190-0150A-7,150,13.19000,33.61500,,25.28700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,13.19000,13.17000,33.61500,25.28000,271.6000,0.440000,,,,,,,,,,151,,,,,,,,
40,1209,103.3 119.0,19-4903NS-HY-063-1924-10331190-0152A-3,152,13.12000,33.62000,,25.30500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,152.0000,13.12000,13.10000,33.62000,25.30000,269.9000,0.440000,,,,,,,,,,153,,,,,,,,
40,1210,103.3 119.0,19-4903NS-HY-063-1924-10331190-0200A-7,200,10.21000,33.62000,,25.84300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,10.21000,10.19000,33.62000,25.84000,219.0000,0.560000,,,,,,,,,,201,,,,,,,,
40,1211,103.3 119.0,19-4903NS-HY-063-1924-10331190-0203A-3,203,10.02000,33.62000,,25.87500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,203.0000,10.02000,10.00000,33.62000,25.87000,215.9000,0.570000,,,,,,,,,,204,,,,,,,,
40,1212,103.3 119.0,19-4903NS-HY-063-1924-10331190-0250A-7,250,8.600000,33.79900,,26.24500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.600000,8.570000,33.79900,26.24000,181.2000,0.660000,,,,,,,,,,251,,,,,,,,
40,1213,103.3 119.0,19-4903NS-HY-063-1924-10331190-0300A-7,300,7.820000,33.99700,,26.51700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.820000,7.790000,33.99700,26.51000,155.9000,0.740000,,,,,,,,,,302,,,,,,,,
40,1214,103.3 119.0,19-4903NS-HY-063-1924-10331190-0306A-3,306,7.780000,34.02000,,26.54100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,306.0000,7.780000,7.750000,34.02000,26.54000,153.7000,0.750000,,,,,,,,,,308,,,,,,,,
40,1215,103.3 119.0,19-4903NS-HY-063-1924-10331190-0400A-7,400,6.690000,34.13600,,26.78500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.690000,6.650000,34.13600,26.78000,131.3000,0.890000,,,,,,,,,,402,,,,,,,,
40,1216,103.3 119.0,19-4903NS-HY-063-1924-10331190-0409A-3,409,6.620000,34.14000,,26.79800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,409.0000,6.620000,6.580000,34.14000,26.79000,130.2000,0.900000,,,,,,,,,,411,,,,,,,,
